deposit,stake,currency_condition,fixed_income,net_revenue,revenue_share,revenue_share_cpa,currency_fixed_income,cpa_at,cpa_simulated_at,cpa_affiliate_at,registered_at,first_deposit_at,id,link_id,partner_link_accumulated_id,punter_id,cpa_betenlace,cpa_partner,deposit_count,stake_count,could_be_fraud,updated_at,created_at
0.00000000,0.00000000,EUR,0.00000000,-1.20000000,0.00000000,0.00000000,EUR,,,,2023-12-07,,90782,6232,2199,1269069,0,0,0,0,false,2024-10-25 17:49:46.505000 +00:00,2024-03-04 00:00:00.000000 +00:00
221.00000000,0.00000000,EUR,0.00000000,116.16000000,0.00000000,0.00000000,EUR,,,,2023-12-07,,90727,6232,2199,1269172,0,0,0,0,false,2024-10-25 17:47:16.233000 +00:00,2023-12-07 00:00:00.000000 +00:00
20.00000000,0.00000000,EUR,0.00000000,-109.43000000,0.00000000,0.00000000,EUR,,,,2023-12-08,,90744,6232,2199,1269562,0,0,0,0,false,2024-10-25 17:47:46.946000 +00:00,2023-12-23 00:00:00.000000 +00:00
2940.00000000,0.00000000,EUR,0.00000000,2193.77000000,0.00000000,0.00000000,EUR,,,,2023-12-08,,90730,6232,2199,1269541,0,0,0,0,false,2024-10-25 17:47:46.369000 +00:00,2023-12-19 00:00:00.000000 +00:00
10.00000000,0.00000000,EUR,0.00000000,55.21000000,0.00000000,0.00000000,EUR,,,,2023-12-09,,90745,6232,2199,1269742,0,0,0,0,false,2024-10-25 17:47:46.946000 +00:00,2023-12-23 00:00:00.000000 +00:00
500.00000000,0.00000000,EUR,0.00000000,379.66000000,0.00000000,0.00000000,EUR,,,,2023-12-09,,90733,6232,2199,1269702,0,0,0,0,false,2024-10-25 17:47:46.555000 +00:00,2023-12-20 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-0.48000000,0.00000000,0.00000000,EUR,,,,2023-12-09,,90803,6232,2199,1269779,0,0,0,0,false,2024-10-25 17:52:46.307000 +00:00,2024-09-01 00:00:00.000000 +00:00
1578.00000000,0.00000000,EUR,0.00000000,1134.61000000,0.00000000,0.00000000,EUR,,,,2023-12-10,,90734,6232,2199,1270200,0,0,0,0,false,2024-10-25 17:47:46.555000 +00:00,2023-12-20 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-9.78000000,0.00000000,0.00000000,EUR,,,,2023-12-10,,90753,6232,2199,1270029,0,0,0,0,false,2024-10-25 17:48:36.032000 +00:00,2024-01-02 00:00:00.000000 +00:00
140.00000000,0.00000000,EUR,0.00000000,103.10000000,0.00000000,0.00000000,EUR,,,,2023-12-10,,90772,6232,2199,1270033,0,0,0,0,false,2024-10-25 17:48:54.152000 +00:00,2024-01-25 00:00:00.000000 +00:00
10.00000000,0.00000000,EUR,0.00000000,-3.68000000,0.00000000,0.00000000,EUR,,,,2023-12-10,,90749,6232,2199,1270241,0,0,0,0,false,2024-10-25 17:47:47.091000 +00:00,2023-12-24 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,0.07000000,0.00000000,0.00000000,EUR,,,,2023-12-10,,90746,6232,2199,1270206,0,0,0,0,false,2024-10-25 17:47:46.946000 +00:00,2023-12-23 00:00:00.000000 +00:00
165.00000000,0.00000000,EUR,0.00000000,76.55000000,0.00000000,0.00000000,EUR,,,,2023-12-12,,90774,6232,2199,1270950,0,0,0,0,false,2024-10-25 17:49:14.399000 +00:00,2024-02-03 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,-1.20000000,0.00000000,0.00000000,EUR,,,,2023-12-14,,90754,6232,2199,1271934,0,0,0,0,false,2024-10-25 17:48:36.032000 +00:00,2024-01-02 00:00:00.000000 +00:00
0.00000000,0.00000000,EUR,0.00000000,8.64000000,0.00000000,0.00000000,EUR,,,,2023-12-15,,90747,6232,2199,1272144,0,0,0,0,false,2024-10-25 17:47:46.946000 +00:00,2023-12-23 00:00:00.000000 +00:00
